			Номер страницы		SLP1		SLP1		IAST  + фopмa		RUS		ENG		CHEH	
<L>	7220	<pc>	309	<K1>	satpuruza	</K1><K2>	satpuruza	</K2>@<K2>	satpuruṣa m.	</K2><p><LANG n = "RUSSIAN">	хороший человек	</LANG><p><LANG n = "ENGLISH">	а good man	</LANG><p><LANG n = "CZECH">	dobrý člověk	<p>@<LEND>
<L>	7221	<pc>	309	<K1>	satya	</K1><K2>	satya	</K2>@<K2>	satya 	</K2><p><LANG n = "RUSSIAN">	действительный, верный, настоящий, правдивый, надежный; n. действительность, правда, правдивость, надежность, обещание, клятва	</LANG><p><LANG n = "ENGLISH">	real, true, genuine, truthful, trusty, faithful; n. reality, truth, truthfulness, veracity, faithfulness, vow, oath	</LANG><p><LANG n = "CZECH">	skutečný, pravý, opravdový, pravdivý, pravdomluvný, spolehlivý; n. skutečnost, pravda, pravdivost, pravdomluvnost, spolehlivost, slib, přísaha	<p>@<LEND>
<L>	7222	<pc>	309	<K1>	satyam	</K1><K2>	satyam	</K2>@<K2>	satyam (satyena) adv.	</K2><p><LANG n = "RUSSIAN">	право, несомненно, конечно	</LANG><p><LANG n = "ENGLISH">	really, indeed, of course 	</LANG><p><LANG n = "CZECH">	věru, zajisté, ovšem	<p>@<LEND>
<L>	7223	<pc>	309	<K1>	satyakAma	</K1><K2>	satyakAma	</K2>@<K2>	satyakāma	</K2><p><LANG n = "RUSSIAN">	любящий правду; m., n. pr.	</LANG><p><LANG n = "ENGLISH">	loving truth; m., n. pr. 	</LANG><p><LANG n = "CZECH">	milující pravdu; m., n. pr.	<p>@<LEND>
<L>	7224	<pc>	309	<K1>	satyaparAkrama	</K1><K2>	satyaparAkrama	</K2>@<K2>	satyaparākrama	</K2><p><LANG n = "RUSSIAN">	действительно героический	</LANG><p><LANG n = "ENGLISH">	truly heroic	</LANG><p><LANG n = "CZECH">	opravdu rekovný	<p>@<LEND>
<L>	7225	<pc>	309	<K1>	satyapratijYa	</K1><K2>	satyapratijYa	</K2>@<K2>	satyapratijña	</K2><p><LANG n = "RUSSIAN">	держащий слово	</LANG><p><LANG n = "ENGLISH">	keeping one's word 	</LANG><p><LANG n = "CZECH">	plnící slovo	<p>@<LEND>
<L>	7226	<pc>	309	<K1>	satyavarman	</K1><K2>	satyavarman	</K2>@<K2>	satyavarman m., n. pr. 	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	7227	<pc>	309	<K1>	satyavAc	</K1><K2>	satyavAc	</K2>@<K2>	satyavāc, satyavādin	</K2><p><LANG n = "RUSSIAN">	правдивый	</LANG><p><LANG n = "ENGLISH">	truth-speaking, truthful 	</LANG><p><LANG n = "CZECH">	pravdomluvný	<p>@<LEND>
<L>	7228	<pc>	309	<K1>	satyaSIla	</K1><K2>	satyaSIla	</K2>@<K2>	satyaśīla	</K2><p><LANG n = "RUSSIAN">	придерживающийся правдивости	</LANG><p><LANG n = "ENGLISH">	practising veracity	</LANG><p><LANG n = "CZECH">	zachovávající pravdomluvnost	<p>@<LEND>
<L>	7229	<pc>	309	<K1>	satyasattva	</K1><K2>	satyasattva	</K2>@<K2>	satyasattva	</K2><p><LANG n = "RUSSIAN">	характером которого является правдивость	</LANG><p><LANG n = "ENGLISH">	whose character is veracity 	</LANG><p><LANG n = "CZECH">	jehož povahou je pravdomluvnost	<p>@<LEND>
<L>	7230	<pc>	309	<K1>	satvara	</K1><K2>	satvara	</K2>@<K2>	satvara	</K2><p><LANG n = "RUSSIAN">	быстрый	</LANG><p><LANG n = "ENGLISH">	making haste, quick 	</LANG><p><LANG n = "CZECH">	rychlý	<p>@<LEND>
<L>	7231	<pc>	309	<K1>	satvaram	</K1><K2>	satvaram	</K2>@<K2>	satvaram adv.	</K2><p><LANG n = "RUSSIAN">	быстро	</LANG><p><LANG n = "ENGLISH">	quickly	</LANG><p><LANG n = "CZECH">	rychle	<p>@<LEND>
<L>	7232	<pc>	309	<K1>	sad	</K1><K2>	sad	</K2>@<K2>	I √sad sīdati, (-te), pp. satta, sanna 	</K2><p><LANG n = "RUSSIAN">	сидеть, садиться, падать под (тяжестью) чего-нибудь, быть побежденным, отчаяться, попадать (в рабство) 	</LANG><p><LANG n = "ENGLISH">	to sit, seat oneself, sink beneath a burden, be overcome, despair, fall (into the servitude) 	</LANG><p><LANG n = "CZECH">	seděti, sedati, klesati pod něčín, být překonán, zoufati si, upadati (do otroctví) 	<p>@<LEND>
<L>	7233	<pc>	309	<K1>	sAdayati	</K1><K2>	sAdayati	</K2>@<K2>	 +caus. sādayati	</K2><p><LANG n = "RUSSIAN">	усаживать, мучить, уничтожать	</LANG><p><LANG n = "ENGLISH">	to cause to sit down, afflict, annihilate	</LANG><p><LANG n = "CZECH">	usazovati, sužovati, ničiti	<p>@<LEND>
<L>	7234	<pc>	309	<K1>	Asad	</K1><K2>	Asad	</K2>@<K2>	 +ā (āsad)	</K2><p><LANG n = "RUSSIAN">	садиться, приближаться, дойти, достигать, приобретать, находить	</LANG><p><LANG n = "ENGLISH">	to sit down, approach, get to, reach, gain, obtain, find 	</LANG><p><LANG n = "CZECH">	usedati, přibližovati se, dojíti, dosahovati, získávati, nacházeti	<p>@<LEND>
<L>	7235	<pc>	309	<K1>	AsAdya	</K1><K2>	AsAdya	</K2>@<K2>	 +āsādya nimittam	</K2><p><LANG n = "RUSSIAN">	вследствие	</LANG><p><LANG n = "ENGLISH">	in consequence of	</LANG><p><LANG n = "CZECH">	následkem	<p>@<LEND>
<L>	7236	<pc>	309	<K1>	upasad	</K1><K2>	upasad	</K2>@<K2>	 +upa (upasad)	</K2><p><LANG n = "RUSSIAN">	садиться к кому-нибудь, быть близко	</LANG><p><LANG n = "ENGLISH">	to sit near, be near	</LANG><p><LANG n = "CZECH">	sedati si k někomu, býti blízko	<p>@<LEND>
<L>	7237	<pc>	309	<K1>	nisad	</K1><K2>	nisad	</K2>@<K2>	 +ni (nisad) (ṣīdati) 	</K2><p><LANG n = "RUSSIAN">	садиться, ложиться	</LANG><p><LANG n = "ENGLISH">	to sit or lie down	</LANG><p><LANG n = "CZECH">	sedati, uléhati	<p>@<LEND>
<L>	7238	<pc>	309	<K1>	prasad	</K1><K2>	prasad	</K2>@<K2>	 +pra (prasad)	</K2><p><LANG n = "RUSSIAN">	падать, проясняться, быть милостивым; caus. прояснять, примирять	</LANG><p><LANG n = "ENGLISH">	to sink, become clear, be gracious; caus. to clear, appease	</LANG><p><LANG n = "CZECH">	klesati, vyjasňovati se, býti milostiv; caus. vyjasňovati, usmi- řovati	<p>@<LEND>
<L>	7239	<pc>	310	<K1>	pratyAsad	</K1><K2>	pratyAsad	</K2>@<K2>	 +prati (pratyāsad)	</K2><p><LANG n = "RUSSIAN">	быть близко, наступать	</LANG><p><LANG n = "ENGLISH">	to be near, come 	</LANG><p><LANG n = "CZECH">	býti blízko, nastávati	<p>@<LEND>
<L>	7240	<pc>	310	<K1>	visad	</K1><K2>	visad	</K2>@<K2>	 +vi (visad) (ṣīdati) 	</K2><p><LANG n = "RUSSIAN">	падать, быть удрученным, отчаяться	</LANG><p><LANG n = "ENGLISH">	to sink, be dejected, despair 	</LANG><p><LANG n = "CZECH">	klesati, býti skleslý, zoufati si	<p>@<LEND>
<L>	7241	<pc>	310	<K1>	samAsad	</K1><K2>	samAsad	</K2>@<K2>	 +samāsad	</K2><p><LANG n = "RUSSIAN">	достичь, напасть	</LANG><p><LANG n = "ENGLISH">	to attain, attack 	</LANG><p><LANG n = "CZECH">	dosáhnouti, napadnouti	<p>@<LEND>
<L>	7242	<pc>	310	<K1>	sad	</K1><K2>	sad	</K2>@<K2>	II sad (°-) v. sant	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	7243	<pc>	310	<K1>	sadadi	</K1><K2>	sadadi	</K2>@<K2>	sadadi adv.	</K2><p><LANG n = "RUSSIAN">	всегда, обыкновенно	</LANG><p><LANG n = "ENGLISH">	always, usually 	</LANG><p><LANG n = "CZECH">	vždy, obyčejně	<p>@<LEND>
<L>	7244	<pc>	310	<K1>	sadaSva	</K1><K2>	sadaSva	</K2>@<K2>	sadaśva m.	</K2><p><LANG n = "RUSSIAN">	хороший конь	</LANG><p><LANG n = "ENGLISH">	а good horse 	</LANG><p><LANG n = "CZECH">	dobrý kůň	<p>@<LEND>
<L>	7245	<pc>	310	<K1>	sadA	</K1><K2>	sadA	</K2>@<K2>	sadā adv.	</K2><p><LANG n = "RUSSIAN">	всегда, постоянно	</LANG><p><LANG n = "ENGLISH">	always, ever 	</LANG><p><LANG n = "CZECH">	vždy, stále	<p>@<LEND>
<L>	7246	<pc>	310	<K1>	sadAha	</K1><K2>	sadAha	</K2>@<K2>	sadāha	</K2><p><LANG n = "RUSSIAN">	накаленный, горячий	</LANG><p><LANG n = "ENGLISH">	hot, burning	</LANG><p><LANG n = "CZECH">	žhavý	<p>@<LEND>
<L>	7247	<pc>	310	<K1>	sadfS	</K1><K2>	sadfS	</K2>@<K2>	sadṛś, sadṛśa (f. -ī) 	</K2><p><LANG n = "RUSSIAN">	одинакого вида, похожий, подходящий, соответствующий	</LANG><p><LANG n = "ENGLISH">	of like appearance, similar, fit, being in proportion	</LANG><p><LANG n = "CZECH">	stejného vzhledu, podobný, vhodný, odpovídající	<p>@<LEND>
<L>	7248	<pc>	310	<K1>	sadeva	</K1><K2>	sadeva	</K2>@<K2>	sadeva	</K2><p><LANG n = "RUSSIAN">	c богами	</LANG><p><LANG n = "ENGLISH">	together with gods 	</LANG><p><LANG n = "CZECH">	s bohy	<p>@<LEND>
<L>	7249	<pc>	310	<K1>	sadDana	</K1><K2>	sadDana	</K2>@<K2>	saddhana n.	</K2><p><LANG n = "RUSSIAN">	богатство	</LANG><p><LANG n = "ENGLISH">	riches	</LANG><p><LANG n = "CZECH">	bohatství	<p>@<LEND>
<L>	7250	<pc>	310	<K1>	sadBAva	</K1><K2>	sadBAva	</K2>@<K2>	sadbhāva m.	</K2><p><LANG n = "RUSSIAN">	действительное существование; хорошее свойство, доброта; наклонность, фавор	</LANG><p><LANG n = "ENGLISH">	real existence; good quality, goodness; inclination, liking	</LANG><p><LANG n = "CZECH">	skutečná existence; dobrá vlastnost, dobrota; náklonnost, obliba	<p>@<LEND>
<L>	7251	<pc>	310	<K1>	sadyas	</K1><K2>	sadyas	</K2>@<K2>	sadyas adv.	</K2><p><LANG n = "RUSSIAN">	в тот же день, сразу	</LANG><p><LANG n = "ENGLISH">	on the same day, immediately 	</LANG><p><LANG n = "CZECH">	téhož dne, ihned	<p>@<LEND>
<L>	7252	<pc>	310	<K1>	saDura	</K1><K2>	saDura	</K2>@<K2>	sadhura	</K2><p><LANG n = "RUSSIAN">	обладающий одинаковой оглоблей; объединенный	</LANG><p><LANG n = "ENGLISH">	possessing the same wagon-pole; joint	</LANG><p><LANG n = "CZECH">	mající stejnou oj; sdružený	<p>@<LEND>
<L>	7253	<pc>	310	<K1>	saDrIcIna	</K1><K2>	saDrIcIna	</K2>@<K2>	sadhrīcīna	</K2><p><LANG n = "RUSSIAN">	направленный к одной цели, единодушный	</LANG><p><LANG n = "ENGLISH">	directed towards one goal, concordant	</LANG><p><LANG n = "CZECH">	obrácený k jednomu cíli, svorný	<p>@<LEND>
<L>	7254	<pc>	310	<K1>	san	</K1><K2>	san	</K2>@<K2>	√san sanoti, (sanati), pp. sāta	</K2><p><LANG n = "RUSSIAN">	приобретать, иметь, оказывать	</LANG><p><LANG n = "ENGLISH">	to win, possess, grant 	</LANG><p><LANG n = "CZECH">	získávati, míti, poskytovati	<p>@<LEND>
<L>	7255	<pc>	310	<K1>	sana	</K1><K2>	sana	</K2>@<K2>	sana	</K2><p><LANG n = "RUSSIAN">	старый	</LANG><p><LANG n = "ENGLISH">	old	</LANG><p><LANG n = "CZECH">	starý	<p>@<LEND>
<L>	7256	<pc>	310	<K1>	sanAtana	</K1><K2>	sanAtana	</K2>@<K2>	sanātana	</K2><p><LANG n = "RUSSIAN">	древний, исконный	</LANG><p><LANG n = "ENGLISH">	ancient, eternal	</LANG><p><LANG n = "CZECH">	starobylý, odvěký	<p>@<LEND>
<L>	7257	<pc>	310	<K1>	sanIqa	</K1><K2>	sanIqa	</K2>@<K2>	sanīḍa	</K2><p><LANG n = "RUSSIAN">	из одинакового гнезда, родственный	</LANG><p><LANG n = "ENGLISH">	from the same nest, affiliated 	</LANG><p><LANG n = "CZECH">	stejného hnízda, spřízněný	<p>@<LEND>
<L>	7258	<pc>	310	<K1>	sant	</K1><K2>	sant	</K2>@<K2>	sant (nom. san, satī, sat) 	</K2><p><LANG n = "RUSSIAN">	существующий, действительный, настоящий, правильный, хороший, благородный, мудрый; m. мудрец, хороший человек; n. сущность, реальность, правда, добро	</LANG><p><LANG n = "ENGLISH">	being, existing, real, true, right, good, honest, wise; m. a sage, a good man; n. existence, reality, truth, the good	</LANG><p><LANG n = "CZECH">	jsoucí, existující, skutečný, pravý, správný, dobrý, šlechetný, moudrý; m. mudrc, dobrý člověk; n. jsoucno, realita, pravda, dobro	<p>@<LEND>
<L>	7259	<pc>	310	<K1>	santa	</K1><K2>	santa	</K2>@<K2>	santa-, santā- &c. v. saṃta-, saṃtā- &c.	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	7260	<pc>	310	<K1>	sand	</K1><K2>	sand	</K2>@<K2>	sand-, sandh-, sann- v. saṃd-, saṃdh-, saṃn-	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	7261	<pc>	310	<K1>	sap	</K1><K2>	sap	</K2>@<K2>	√sap sapati	</K2><p><LANG n = "RUSSIAN">	следовать, уважать, служить	</LANG><p><LANG n = "ENGLISH">	to follow, honour, serve 	</LANG><p><LANG n = "CZECH">	sledovati, ctíti, sloužiti	<p>@<LEND>
<L>	7262	<pc>	310	<K1>	sapatna	</K1><K2>	sapatna	</K2>@<K2>	sapatna m.	</K2><p><LANG n = "RUSSIAN">	противник, враг	</LANG><p><LANG n = "ENGLISH">	a rival, enemy	</LANG><p><LANG n = "CZECH">	protivník, nepřítel	<p>@<LEND>
<L>	7263	<pc>	310	<K1>	sapatnI	</K1><K2>	sapatnI	</K2>@<K2>	sapatnī f.	</K2><p><LANG n = "RUSSIAN">	обладающая совместным супругом, соперница	</LANG><p><LANG n = "ENGLISH">	having a common husband, a female rival	</LANG><p><LANG n = "CZECH">	mající společněho manžela, soupeřka	<p>@<LEND>
<L>	7264	<pc>	310	<K1>	sapatnIka	</K1><K2>	sapatnIka	</K2>@<K2>	sapatnīka	</K2><p><LANG n = "RUSSIAN">	провожаемый супругой	</LANG><p><LANG n = "ENGLISH">	accompanied by a wife	</LANG><p><LANG n = "CZECH">	doprovázen chotí	<p>@<LEND>
<L>	7265	<pc>	311	<K1>	sapadi	</K1><K2>	sapadi	</K2>@<K2>	sapadi adv.	</K2><p><LANG n = "RUSSIAN">	на месте, сразу	</LANG><p><LANG n = "ENGLISH">	on the spot, immediately 	</LANG><p><LANG n = "CZECH">	na místě, okamžitě	<p>@<LEND>
<L>	7266	<pc>	311	<K1>	sapannaga	</K1><K2>	sapannaga	</K2>@<K2>	sapannaga	</K2><p><LANG n = "RUSSIAN">	со змеями	</LANG><p><LANG n = "ENGLISH">	together with serpents 	</LANG><p><LANG n = "CZECH">	s hady	<p>@<LEND>
<L>	7267	<pc>	311	<K1>	saparicCada	</K1><K2>	saparicCada	</K2>@<K2>	saparicchada	</K2><p><LANG n = "RUSSIAN">	со слугами	</LANG><p><LANG n = "ENGLISH">	together with attendants 	</LANG><p><LANG n = "CZECH">	se služebnictvem	<p>@<LEND>
<L>	7268	<pc>	311	<K1>	sapary	</K1><K2>	sapary	</K2>@<K2>	sapary saparyati	</K2><p><LANG n = "RUSSIAN">	чтить, почитать	</LANG><p><LANG n = "ENGLISH">	to honour, worship 	</LANG><p><LANG n = "CZECH">	ctíti, uctívati	<p>@<LEND>
<L>	7269	<pc>	311	<K1>	saparvata	</K1><K2>	saparvata	</K2>@<K2>	saparvata 	</K2><p><LANG n = "RUSSIAN">	с горами	</LANG><p><LANG n = "ENGLISH">	together with mountains 	</LANG><p><LANG n = "CZECH">	s horami	<p>@<LEND>
<L>	7270	<pc>	311	<K1>	sapalAla	</K1><K2>	sapalAla	</K2>@<K2>	sapalāla	</K2><p><LANG n = "RUSSIAN">	со стеблями	</LANG><p><LANG n = "ENGLISH">	together with blades (of corn) 	</LANG><p><LANG n = "CZECH">	se stébly (obilí) 	<p>@<LEND>
<L>	7271	<pc>	311	<K1>	sapiRqa	</K1><K2>	sapiRqa	</K2>@<K2>	sapiṇḍa	</K2><p><LANG n = "RUSSIAN">	обладающий общим жертвенным пирогом, т.e. находящийся в родстве до шестого колени	</LANG><p><LANG n = "ENGLISH">	having the oblation offered to the ancestors in common, i. e. related through six generations	</LANG><p><LANG n = "CZECH">	mající obětní koláč společný, t.j. příbuzný do šestého kolena	<p>@<LEND>
<L>	7272	<pc>	311	<K1>	saputra	</K1><K2>	saputra	</K2>@<K2>	saputra	</K2><p><LANG n = "RUSSIAN">	вместе c сыном (сыновьями) 	</LANG><p><LANG n = "ENGLISH">	together with the son (s) 	</LANG><p><LANG n = "CZECH">	spolu se synem (syny) 	<p>@<LEND>
<L>	7273	<pc>	311	<K1>	sapurohita	</K1><K2>	sapurohita	</K2>@<K2>	sapurohita	</K2><p><LANG n = "RUSSIAN">	проважаемый домашним священником	</LANG><p><LANG n = "ENGLISH">	accompanied by a family-priest 	</LANG><p><LANG n = "CZECH">	doprovázen domácím knězem	<p>@<LEND>
<L>	7274	<pc>	311	<K1>	sapta	</K1><K2>	sapta	</K2>@<K2>	sapta num.	</K2><p><LANG n = "RUSSIAN">	семь	</LANG><p><LANG n = "ENGLISH">	seven	</LANG><p><LANG n = "CZECH">	sedm	<p>@<LEND>
<L>	7275	<pc>	311	<K1>	saptati	</K1><K2>	saptati	</K2>@<K2>	saptati num. f.	</K2><p><LANG n = "RUSSIAN">	семьдесят	</LANG><p><LANG n = "ENGLISH">	seventy	</LANG><p><LANG n = "CZECH">	sedmdesát	<p>@<LEND>
<L>	7276	<pc>	311	<K1>	saptadaSa	</K1><K2>	saptadaSa	</K2>@<K2>	saptadaśa num.	</K2><p><LANG n = "RUSSIAN">	семнадцать	</LANG><p><LANG n = "ENGLISH">	seventeen	</LANG><p><LANG n = "CZECH">	sedmnáct	<p>@<LEND>
<L>	7277	<pc>	311	<K1>	saptama	</K1><K2>	saptama	</K2>@<K2>	saptama num. ord. (f. -ī) 	</K2><p><LANG n = "RUSSIAN">	седьмой	</LANG><p><LANG n = "ENGLISH">	the seventh	</LANG><p><LANG n = "CZECH">	sedmý	<p>@<LEND>
<L>	7278	<pc>	311	<K1>	saptaraSmi	</K1><K2>	saptaraSmi	</K2>@<K2>	saptaraśmi	</K2><p><LANG n = "RUSSIAN">	которому нужно семь вожжей	</LANG><p><LANG n = "ENGLISH">	requiring seven reins 	</LANG><p><LANG n = "CZECH">	který potřebuje sedm otěží	<p>@<LEND>
<L>	7279	<pc>	311	<K1>	saprasava	</K1><K2>	saprasava	</K2>@<K2>	saprasava	</K2><p><LANG n = "RUSSIAN">	имеющий потомство	</LANG><p><LANG n = "ENGLISH">	having progeny	</LANG><p><LANG n = "CZECH">	mající potomstvo	<p>@<LEND>
<L>	7280	<pc>	311	<K1>	saPala	</K1><K2>	saPala	</K2>@<K2>	saphala	</K2><p><LANG n = "RUSSIAN">	приносящий плоды, плодовитый	</LANG><p><LANG n = "ENGLISH">	bearing fruit, fruitful 	</LANG><p><LANG n = "CZECH">	nesoucí plody, plodný	<p>@<LEND>
<L>	7281	<pc>	311	<K1>	saPalatA	</K1><K2>	saPalatA	</K2>@<K2>	saphalatā f.	</K2><p><LANG n = "RUSSIAN">	удача, успех, польза	</LANG><p><LANG n = "ENGLISH">	success, prosperity, profit 	</LANG><p><LANG n = "CZECH">	zdar, úspěch, prospěch	<p>@<LEND>
<L>	7282	<pc>	311	<K1>	sabanDu	</K1><K2>	sabanDu	</K2>@<K2>	sabandhu	</K2><p><LANG n = "RUSSIAN">	родственный	</LANG><p><LANG n = "ENGLISH">	related	</LANG><p><LANG n = "CZECH">	příbuzný	<p>@<LEND>
<L>	7283	<pc>	311	<K1>	sabala	</K1><K2>	sabala	</K2>@<K2>	sabala	</K2><p><LANG n = "RUSSIAN">	вместе c войском, сильный	</LANG><p><LANG n = "ENGLISH">	together with an army, strong, powerful	</LANG><p><LANG n = "CZECH">	spolu s vojskem, silný	<p>@<LEND>
<L>	7284	<pc>	311	<K1>	saBaya	</K1><K2>	saBaya	</K2>@<K2>	sabhaya	</K2><p><LANG n = "RUSSIAN">	боязливый	</LANG><p><LANG n = "ENGLISH">	fearful	</LANG><p><LANG n = "CZECH">	bázlivý	<p>@<LEND>
<L>	7285	<pc>	311	<K1>	saBA	</K1><K2>	saBA	</K2>@<K2>	sabhā f.	</K2><p><LANG n = "RUSSIAN">	собрание, общество; место для собрания: королевский двор, судебный двор, игорный дом, дом для прохожих	</LANG><p><LANG n = "ENGLISH">	an assembly, society; a place for public meeting: court of a king or of justice, gambling-house, house for lodging travellers	</LANG><p><LANG n = "CZECH">	shromáždění, společnost; místo pro shromáždění: královský dvůr, soudní dvůr, herna, dům pro pocestné	<p>@<LEND>
<L>	7286	<pc>	311	<K1>	saBAga	</K1><K2>	saBAga	</K2>@<K2>	sabhāga	</K2><p><LANG n = "RUSSIAN">	идущий на собрание или в помещение	</LANG><p><LANG n = "ENGLISH">	going into an assembly or into a hall	</LANG><p><LANG n = "CZECH">	jdoucí do shromáždění nebo do síně	<p>@<LEND>
<L>	7287	<pc>	311	<K1>	saBArya	</K1><K2>	saBArya	</K2>@<K2>	sabhārya	</K2><p><LANG n = "RUSSIAN">	вместе c супругой	</LANG><p><LANG n = "ENGLISH">	together with a wife 	</LANG><p><LANG n = "CZECH">	spolu s chotí	<p>@<LEND>
<L>	7288	<pc>	311	<K1>	saBAsad	</K1><K2>	saBAsad	</K2>@<K2>	sabhāsad	</K2><p><LANG n = "RUSSIAN">	сидящий на собрании, заседатель	</LANG><p><LANG n = "ENGLISH">	sitting at an assembly, an assessor	</LANG><p><LANG n = "CZECH">	sedící v shromáždění, přísedící, 	<p>@<LEND>
<L>	7289	<pc>	311	<K1>	sam	</K1><K2>	sam	</K2>@<K2>	sam pref., prep.	</K2><p><LANG n = "RUSSIAN">	вместе, совокупно	</LANG><p><LANG n = "ENGLISH">	along, with, together	</LANG><p><LANG n = "CZECH">	spolu, dohromady	<p>@<LEND>
<L>	7290	<pc>	311	<K1>	sama	</K1><K2>	sama	</K2>@<K2>	I sama encl. pron.	</K2><p><LANG n = "RUSSIAN">	какой-нибудь, каждый	</LANG><p><LANG n = "ENGLISH">	any, every	</LANG><p><LANG n = "CZECH">	nějaký, každý	<p>@<LEND>
<L>	7291	<pc>	311-312	<K1>	sama	</K1><K2>	sama	</K2>@<K2>	II sama	</K2><p><LANG n = "RUSSIAN">	одинаковый, равный, похожий, равнинный, паралельный, неизменный, непредвзятый	</LANG><p><LANG n = "ENGLISH">	same, equal, similar, like, even, parallel, unchaged, impartial	</LANG><p><LANG n = "CZECH">	stejný, rovný, podobný, rovinný, paralelní, neměnný, nezaujatý	<p>@<LEND>
<L>	7292	<pc>	312	<K1>	samakza	</K1><K2>	samakza	</K2>@<K2>	samakṣa	</K2><p><LANG n = "RUSSIAN">	находящийся на глазах, видимый	</LANG><p><LANG n = "ENGLISH">	being before the eyes, visible 	</LANG><p><LANG n = "CZECH">	jsoucí před očima, viditelný	<p>@<LEND>
